id,playerID,year,stint,teamName,teamID,league,position,games,GS,InnOuts,PO,assists,errors,DP,PB,WP,SB,CS,ZR,createdAt,updatedAt
1,aaronha01,1954,1,ML1,1954ML1,NL,LF,105,102,2773,205,4,6,0,,,,,,,
2,aaronha01,1954,1,ML1,1954ML1,NL,RF,11,11,320,12,1,1,1,,,,,,,
3,abramca01,1954,1,PIT,1954PIT,NL,LF,5,5,120,12,2,0,0,,,,,,,
4,abramca01,1954,1,PIT,1954PIT,NL,RF,8,6,173,11,0,0,0,,,,,,,
5,abramca01,1954,2,BAL,1954BAL,AL,CF,12,12,300,36,1,0,0,,,,,,,
6,abramca01,1954,2,BAL,1954BAL,AL,RF,103,98,2638,213,5,6,1,,,,,,,
7,amorosa01,1954,1,BRO,1954BRO,NL,CF,2,1,33,1,0,0,0,,,,,,,
8,amorosa01,1954,1,BRO,1954BRO,NL,LF,69,67,1786,148,6,2,1,,,,,,,
9,amorosa01,1954,1,BRO,1954BRO,NL,RF,2,0,2,0,0,0,0,,,,,,,
10,ashburi01,1954,1,PHI,1954PHI,NL,CF,153,153,4027,488,12,8,2,,,,,,,
11,bauerha01,1954,1,NYA,1954NYA,AL,LF,8,3,164,9,1,0,0,,,,,,,
12,bauerha01,1954,1,NYA,1954NYA,AL,RF,104,87,2322,168,5,2,1,,,,,,,
13,baumhfr01,1954,1,CHN,1954CHN,NL,CF,62,58,1416,139,2,1,0,,,,,,,
14,baumhfr01,1954,1,CHN,1954CHN,NL,LF,12,1,75,8,0,0,0,,,,,,,
15,baumhfr01,1954,1,CHN,1954CHN,NL,RF,13,7,227,14,0,1,0,,,,,,,
16,bellgu01,1954,1,CIN,1954CIN,NL,CF,153,152,4034,404,12,5,2,,,,,,,
17,bolgeji01,1954,1,CIN,1954CIN,NL,CF,2,0,9,0,0,0,0,,,,,,,
18,borkobo01,1954,1,CIN,1954CIN,NL,LF,14,10,295,26,2,0,0,,,,,,,
19,borkobo01,1954,1,CIN,1954CIN,NL,RF,22,21,575,43,1,0,1,,,,,,,
20,boydbo01,1954,1,CHA,1954CHA,AL,LF,13,12,257,20,1,1,0,,,,,,,
21,brutobi01,1954,1,ML1,1954ML1,NL,CF,141,129,3580,338,14,7,3,,,,,,,
22,burgeto01,1954,1,SLN,1954SLN,NL,RF,4,2,57,3,0,0,0,,,,,,,
23,busbyji01,1954,1,WS1,1954WS1,AL,CF,155,155,4123,492,6,6,1,,,,,,,
24,cavarph01,1954,1,CHA,1954CHA,AL,LF,2,2,39,1,0,0,0,,,,,,,
25,cavarph01,1954,1,CHA,1954CHA,AL,RF,7,7,153,7,0,1,0,,,,,,,
26,cervbo01,1954,1,NYA,1954NYA,AL,LF,24,21,509,26,1,3,0,,,,,,,
27,clarkme01,1954,1,PHI,1954PHI,NL,LF,20,19,552,39,5,2,1,,,,,,,
28,clarkme01,1954,1,PHI,1954PHI,NL,RF,42,33,914,73,4,2,1,,,,,,,
29,coangi01,1954,1,BAL,1954BAL,AL,CF,32,31,774,75,0,3,0,,,,,,,
30,coangi01,1954,1,BAL,1954BAL,AL,LF,36,33,857,73,1,2,0,,,,,,,
31,delsiji01,1954,1,DET,1954DET,AL,CF,5,4,105,12,0,0,0,,,,,,,
32,delsiji01,1954,1,DET,1954DET,AL,LF,90,79,2103,184,5,1,0,,,,,,,
33,delsiji01,1954,1,DET,1954DET,AL,RF,16,14,327,26,0,0,0,,,,,,,
34,dierich01,1954,1,BAL,1954BAL,AL,CF,119,111,3040,329,16,6,6,,,,,,,
35,dobyla01,1954,1,CLE,1954CLE,AL,CF,153,153,4063,411,14,2,6,,,,,,,
36,durhajo02,1954,1,BAL,1954BAL,AL,CF,1,0,6,0,0,0,0,,,,,,,
37,durhajo02,1954,1,BAL,1954BAL,AL,LF,10,10,261,22,0,2,0,,,,,,,
38,ennisde01,1954,1,PHI,1954PHI,NL,LF,72,71,1898,154,4,9,1,,,,,,,
39,ennisde01,1954,1,PHI,1954PHI,NL,RF,71,70,1871,145,5,5,0,,,,,,,
40,escalni01,1954,1,CIN,1954CIN,NL,CF,4,2,57,6,0,0,0,,,,,,,
41,escalni01,1954,1,CIN,1954CIN,NL,LF,1,0,6,0,0,0,0,,,,,,,
42,escalni01,1954,1,CIN,1954CIN,NL,RF,10,6,164,16,3,1,2,,,,,,,
43,eversho01,1954,1,BOS,1954BOS,AL,LF,1,1,24,1,0,0,0,,,,,,,
44,eversho01,1954,2,NY1,1954NY1,NL,CF,2,0,27,2,0,0,0,,,,,,,
45,eversho01,1954,2,NY1,1954NY1,NL,LF,2,0,7,2,0,0,0,,,,,,,
46,eversho01,1954,3,DET,1954DET,AL,CF,2,1,35,6,0,0,0,,,,,,,
47,eversho01,1954,3,DET,1954DET,AL,LF,17,7,256,20,1,0,0,,,,,,,
48,eversho01,1954,3,DET,1954DET,AL,RF,6,4,123,7,0,0,0,,,,,,,
49,frazijo01,1954,1,SLN,1954SLN,NL,LF,2,2,45,4,0,1,0,,,,,,,
50,frazijo01,1954,1,SLN,1954SLN,NL,RF,9,6,134,11,0,0,0,,,,,,,
51,fridlji01,1954,1,BAL,1954BAL,AL,LF,64,58,1529,128,1,2,0,,,,,,,
52,fridlji01,1954,1,BAL,1954BAL,AL,RF,3,1,43,4,0,0,0,,,,,,,
53,furilca01,1954,1,BRO,1954BRO,NL,CF,5,4,107,8,0,0,0,,,,,,,
54,furilca01,1954,1,BRO,1954BRO,NL,LF,3,0,2,0,0,0,0,,,,,,,
55,furilca01,1954,1,BRO,1954BRO,NL,RF,146,139,3805,300,9,9,3,,,,,,,
56,gilliji01,1954,1,BRO,1954BRO,NL,LF,2,2,50,5,0,0,0,,,,,,,
57,gilliji01,1954,1,BRO,1954BRO,NL,RF,4,3,72,4,1,0,0,,,,,,,
58,glynnbi01,1954,1,CLE,1954CLE,AL,RF,1,0,3,0,0,0,0,,,,,,,
59,goodmbi01,1954,1,BOS,1954BOS,AL,LF,13,12,303,14,1,1,0,,,,,,,
60,gordosi01,1954,1,PIT,1954PIT,NL,LF,7,6,147,18,1,0,0,,,,,,,
61,gordosi01,1954,1,PIT,1954PIT,NL,RF,67,61,1588,102,9,3,1,,,,,,,
62,greenji02,1954,1,CIN,1954CIN,NL,LF,137,137,3616,300,9,9,0,,,,,,,
63,grothjo01,1954,1,CHA,1954CHA,AL,CF,116,113,2946,297,7,4,3,,,,,,,
64,grothjo01,1954,1,CHA,1954CHA,AL,LF,9,6,171,15,0,0,0,,,,,,,
65,grothjo01,1954,1,CHA,1954CHA,AL,RF,2,2,63,4,0,0,0,,,,,,,
66,halldi01,1954,1,PIT,1954PIT,NL,CF,46,42,1111,130,1,5,0,,,,,,,
67,halldi01,1954,1,PIT,1954PIT,NL,LF,43,33,954,79,2,4,0,,,,,,,
68,halldi01,1954,1,PIT,1954PIT,NL,RF,16,9,258,20,1,2,1,,,,,,,
69,henlega01,1954,1,PIT,1954PIT,NL,LF,1,0,12,1,0,0,0,,,,,,,
70,henlega01,1954,1,PIT,1954PIT,NL,RF,8,7,190,12,1,0,0,,,,,,,
71,irvinmo01,1954,1,NY1,1954NY1,NL,LF,127,117,3181,275,7,7,0,,,,,,,
72,irvinmo01,1954,1,NY1,1954NY1,NL,RF,2,1,27,1,0,0,0,,,,,,,
73,janowvi01,1954,1,PIT,1954PIT,NL,LF,1,1,27,1,0,0,0,,,,,,,
74,jeffcha01,1954,1,CHN,1954CHN,NL,CF,3,0,21,1,0,0,0,,,,,,,
75,jenseja01,1954,1,BOS,1954BOS,AL,CF,107,99,2717,246,10,4,0,,,,,,,
76,jenseja01,1954,1,BOS,1954BOS,AL,LF,8,8,226,25,1,0,0,,,,,,,
77,jenseja01,1954,1,BOS,1954BOS,AL,RF,44,42,1063,60,1,1,0,,,,,,,
78,jethrsa01,1954,1,PIT,1954PIT,NL,RF,1,0,6,1,0,0,0,,,,,,,
79,kalinal01,1954,1,DET,1954DET,AL,RF,135,133,3542,280,16,9,0,,,,,,,
80,kellge01,1954,2,CHA,1954CHA,AL,LF,2,2,30,3,0,0,0,,,,,,,
81,kellge01,1954,2,CHA,1954CHA,AL,RF,1,0,6,0,0,0,0,,,,,,,
82,kennebo01,1954,1,CLE,1954CLE,AL,LF,1,0,3,0,0,0,0,,,,,,,
83,kennebo01,1954,2,BAL,1954BAL,AL,LF,12,12,308,23,0,1,0,,,,,,,
84,kennebo01,1954,2,BAL,1954BAL,AL,RF,9,5,182,16,0,0,0,,,,,,,
85,kinerra01,1954,1,CHN,1954CHN,NL,LF,147,147,3823,296,7,9,1,,,,,,,
86,kingch01,1954,1,DET,1954DET,AL,CF,7,7,174,22,1,1,1,,,,,,,
87,kokosdi01,1954,1,BAL,1954BAL,AL,LF,1,1,24,3,0,0,0,,,,,,,
88,kressch01,1954,1,DET,1954DET,AL,RF,1,0,6,0,0,0,0,,,,,,,
89,lawve01,1954,1,PIT,1954PIT,NL,RF,1,1,3,1,0,0,0,,,,,,,
90,lemonji01,1954,1,WS1,1954WS1,AL,LF,1,0,3,0,0,0,0,,,,,,,
91,lemonji01,1954,1,WS1,1954WS1,AL,RF,32,32,857,57,0,3,0,,,,,,,
92,lenhado01,1954,1,BAL,1954BAL,AL,LF,7,5,172,9,0,0,0,,,,,,,
93,lenhado01,1954,2,BOS,1954BOS,AL,LF,13,8,243,13,0,0,0,,,,,,,
94,lockmwh01,1954,1,NY1,1954NY1,NL,CF,1,1,24,4,0,0,0,,,,,,,
95,lockmwh01,1954,1,NY1,1954NY1,NL,LF,1,1,24,1,0,0,0,,,,,,,
96,lowrepe01,1954,1,SLN,1954SLN,NL,LF,3,1,36,4,0,0,0,,,,,,,
97,lowrepe01,1954,1,SLN,1954SLN,NL,RF,10,0,54,1,0,0,0,,,,,,,
98,lunddo01,1954,1,DET,1954DET,AL,CF,2,0,24,3,0,0,0,,,,,,,
99,lunddo01,1954,1,DET,1954DET,AL,LF,19,4,213,17,0,0,0,,,,,,,
100,lunddo01,1954,1,DET,1954DET,AL,RF,11,4,151,12,1,1,0,,,,,,,
101,lynchje01,1954,1,PIT,1954PIT,NL,LF,49,47,1152,96,7,4,1,,,,,,,
102,lynchje01,1954,1,PIT,1954PIT,NL,RF,37,26,699,31,3,1,1,,,,,,,
103,mantlmi01,1954,1,NYA,1954NYA,AL,CF,143,142,3718,327,20,9,5,,,,,,,
104,mantlmi01,1954,1,NYA,1954NYA,AL,RF,1,0,9,0,0,0,0,,,,,,,
105,marqulu01,1954,1,CHN,1954CHN,NL,CF,10,2,102,14,0,0,0,,,,,,,
106,marqulu01,1954,1,CHN,1954CHN,NL,LF,4,0,24,4,0,0,0,,,,,,,
107,marqulu01,1954,2,PIT,1954PIT,NL,CF,1,1,27,3,0,0,0,,,,,,,
108,marqulu01,1954,2,PIT,1954PIT,NL,LF,1,0,3,1,0,0,0,,,,,,,
109,marqulu01,1954,2,PIT,1954PIT,NL,RF,2,0,9,0,0,0,0,,,,,,,
110,marshfr01,1954,1,CHA,1954CHA,AL,RF,1,0,27,2,0,1,0,,,,,,,
111,marshwi01,1954,1,CHA,1954CHA,AL,LF,8,4,108,6,0,1,0,,,,,,,
112,marshwi01,1954,1,CHA,1954CHA,AL,RF,22,9,303,20,1,0,0,,,,,,,
113,matheed01,1954,1,ML1,1954ML1,NL,LF,10,10,270,21,0,2,0,,,,,,,
114,maxwech01,1954,1,BOS,1954BOS,AL,CF,3,0,12,1,0,0,0,,,,,,,
115,maxwech01,1954,1,BOS,1954BOS,AL,LF,21,12,328,20,0,0,0,,,,,,,
116,maxwech01,1954,1,BOS,1954BOS,AL,RF,6,6,93,4,1,0,0,,,,,,,
117,mayswi01,1954,1,NY1,1954NY1,NL,CF,151,151,4039,449,13,7,9,,,,,,,
118,mcgheed01,1954,1,PHA,1954PHA,AL,CF,11,9,266,34,0,3,0,,,,,,,
119,mcgheed01,1954,1,PHA,1954PHA,AL,LF,2,2,54,8,0,0,0,,,,,,,
120,mcgheed01,1954,2,CHA,1954CHA,AL,CF,18,13,381,32,1,0,0,,,,,,,
121,mcgheed01,1954,2,CHA,1954CHA,AL,LF,5,4,123,5,3,1,1,,,,,,,
122,mcgheed01,1954,2,CHA,1954CHA,AL,RF,11,4,150,13,0,0,0,,,,,,,
123,melesa01,1954,1,BAL,1954BAL,AL,LF,40,35,969,60,3,3,0,,,,,,,
124,melesa01,1954,1,BAL,1954BAL,AL,RF,24,23,576,38,1,1,1,,,,,,,
125,melesa01,1954,2,BOS,1954BOS,AL,LF,3,0,27,3,0,0,0,,,,,,,
126,melesa01,1954,2,BOS,1954BOS,AL,RF,13,11,303,18,1,1,1,,,,,,,
127,merrill01,1954,1,CIN,1954CIN,NL,LF,9,7,186,13,0,1,0,,,,,,,
128,merrill01,1954,1,CIN,1954CIN,NL,RF,16,15,390,40,2,0,0,,,,,,,
129,metkoca01,1954,1,ML1,1954ML1,NL,RF,13,12,303,18,2,0,0,,,,,,,
130,miksied01,1954,1,CHN,1954CHN,NL,LF,1,0,4,0,0,0,0,,,,,,,
131,minosmi01,1954,1,CHA,1954CHA,AL,CF,13,11,312,28,1,1,0,,,,,,,
132,minosmi01,1954,1,CHA,1954CHA,AL,LF,123,120,3212,285,13,7,3,,,,,,,
133,minosmi01,1954,1,CHA,1954CHA,AL,RF,14,14,337,28,0,0,0,,,,,,,
134,mitchda01,1954,1,CLE,1954CLE,AL,LF,6,4,111,7,1,1,0,,,,,,,
135,moonwa01,1954,1,SLN,1954SLN,NL,CF,140,140,3817,368,9,8,2,,,,,,,
136,moonwa01,1954,1,SLN,1954SLN,NL,LF,9,8,219,11,1,1,0,,,,,,,
137,morynwa01,1954,1,BRO,1954BRO,NL,LF,14,12,342,28,3,5,1,,,,,,,
138,morynwa01,1954,1,BRO,1954BRO,NL,RF,6,5,128,6,0,0,0,,,,,,,
139,muelldo01,1954,1,NY1,1954NY1,NL,RF,153,152,4092,260,14,6,5,,,,,,,
140,musiast01,1954,1,SLN,1954SLN,NL,LF,10,9,205,17,0,1,0,,,,,,,
141,musiast01,1954,1,SLN,1954SLN,NL,RF,146,142,3853,257,13,3,5,,,,,,,
142,niemabo01,1954,1,DET,1954DET,AL,LF,62,60,1409,119,2,2,0,,,,,,,
143,norenir01,1954,1,NYA,1954NYA,AL,CF,23,13,420,46,1,1,0,,,,,,,
144,norenir01,1954,1,NYA,1954NYA,AL,LF,55,49,1307,111,5,2,1,,,,,,,
145,norenir01,1954,1,NYA,1954NYA,AL,RF,49,46,1140,83,3,2,1,,,,,,,
146,olsonka01,1954,1,BOS,1954BOS,AL,CF,36,30,817,78,4,4,1,,,,,,,
147,olsonka01,1954,1,BOS,1954BOS,AL,LF,28,2,199,18,1,2,0,,,,,,,
148,olsonka01,1954,1,BOS,1954BOS,AL,RF,17,12,391,26,4,0,0,,,,,,,
149,pafkoan01,1954,1,ML1,1954ML1,NL,CF,8,8,239,16,0,0,0,,,,,,,
150,pafkoan01,1954,1,ML1,1954ML1,NL,RF,130,128,3394,225,11,8,3,,,,,,,
151,palysst01,1954,1,PHI,1954PHI,NL,RF,1,1,27,2,0,0,0,,,,,,,
152,paulaca01,1954,1,WS1,1954WS1,AL,LF,6,5,138,14,1,0,0,,,,,,,
153,pendlji01,1954,1,ML1,1954ML1,NL,CF,18,17,365,26,1,1,0,,,,,,,
154,pendlji01,1954,1,ML1,1954ML1,NL,LF,23,19,547,48,3,3,0,,,,,,,
155,pendlji01,1954,1,ML1,1954ML1,NL,RF,11,3,158,13,1,1,0,,,,,,,
156,phillda01,1954,1,CLE,1954CLE,AL,LF,1,0,12,1,0,0,0,,,,,,,
157,phillda01,1954,1,CLE,1954CLE,AL,RF,129,120,3318,236,7,4,0,,,,,,,
158,piersji01,1954,1,BOS,1954BOS,AL,CF,30,27,691,67,1,1,0,,,,,,,
159,piersji01,1954,1,BOS,1954BOS,AL,RF,96,85,2387,180,8,3,2,,,,,,,
160,popeda01,1954,1,CLE,1954CLE,AL,CF,6,1,72,5,0,0,0,,,,,,,
161,popeda01,1954,1,CLE,1954CLE,AL,LF,19,17,417,34,0,0,0,,,,,,,
162,popeda01,1954,1,CLE,1954CLE,AL,RF,5,4,96,7,1,0,0,,,,,,,
163,postwa01,1954,1,CIN,1954CIN,NL,CF,1,0,3,1,0,0,0,,,,,,,
164,postwa01,1954,1,CIN,1954CIN,NL,RF,115,112,2974,229,15,11,2,,,,,,,
165,powervi01,1954,1,PHA,1954PHA,AL,CF,56,55,1439,157,4,4,2,,,,,,,
166,powervi01,1954,1,PHA,1954PHA,AL,LF,34,31,789,71,5,0,0,,,,,,,
167,powervi01,1954,1,PHA,1954PHA,AL,RF,12,11,279,28,4,0,1,,,,,,,
168,queenbi01,1954,1,ML1,1954ML1,NL,RF,1,0,3,1,0,0,0,,,,,,,
169,rennabi01,1954,1,PHA,1954PHA,AL,CF,1,1,3,0,0,0,0,,,,,,,
170,rennabi01,1954,1,PHA,1954PHA,AL,LF,1,1,24,0,1,0,0,,,,,,,
171,rennabi01,1954,1,PHA,1954PHA,AL,RF,114,111,2904,223,12,7,5,,,,,,,
172,repulri01,1954,1,SLN,1954SLN,NL,CF,14,13,354,38,0,1,0,,,,,,,
173,repulri01,1954,1,SLN,1954SLN,NL,LF,137,133,3666,259,5,7,0,,,,,,,
174,repulri01,1954,1,SLN,1954SLN,NL,RF,3,3,73,3,0,1,0,,,,,,,
175,rhodedu01,1954,1,NY1,1954NY1,NL,CF,2,2,50,3,0,0,0,,,,,,,
176,rhodedu01,1954,1,NY1,1954NY1,NL,LF,34,30,805,55,1,1,0,,,,,,,
177,rhodedu01,1954,1,NY1,1954NY1,NL,RF,1,0,12,1,0,0,0,,,,,,,
178,riceha02,1954,1,PIT,1954PIT,NL,LF,23,21,539,52,2,0,1,,,,,,,
179,riceha02,1954,1,PIT,1954PIT,NL,RF,3,1,39,3,1,0,1,,,,,,,
180,riceha02,1954,2,CHN,1954CHN,NL,LF,3,0,11,0,0,0,0,,,,,,,
181,riceha02,1954,2,CHN,1954CHN,NL,RF,21,12,325,21,2,3,0,,,,,,,
182,riverji01,1954,1,CHA,1954CHA,AL,CF,31,18,510,49,1,1,0,,,,,,,
183,riverji01,1954,1,CHA,1954CHA,AL,LF,4,0,25,3,0,0,0,,,,,,,
184,riverji01,1954,1,CHA,1954CHA,AL,RF,124,113,2978,201,5,10,0,,,,,,,
185,roberdo01,1954,1,CHN,1954CHN,NL,RF,6,0,28,1,0,0,0,,,,,,,
186,robinja02,1954,1,BRO,1954BRO,NL,LF,63,62,1466,106,4,0,0,,,,,,,
187,robinja02,1954,1,BRO,1954BRO,NL,RF,1,1,24,2,0,0,0,,,,,,,
188,rodiner01,1954,1,NY1,1954NY1,NL,CF,2,0,30,3,0,0,0,,,,,,,
189,rodiner01,1954,1,NY1,1954NY1,NL,RF,1,0,3,0,0,0,0,,,,,,,
190,runnepe01,1954,1,WS1,1954WS1,AL,LF,1,0,2,0,0,0,0,,,,,,,
191,sauerha01,1954,1,CHN,1954CHN,NL,LF,14,6,186,16,1,1,0,,,,,,,
192,sauerha01,1954,1,CHN,1954CHN,NL,RF,135,135,3543,265,6,10,2,,,,,,,
193,schelda01,1954,1,PHI,1954PHI,NL,CF,3,0,69,7,0,0,0,,,,,,,
194,schelda01,1954,1,PHI,1954PHI,NL,LF,60,58,1538,132,4,4,0,,,,,,,
195,schelda01,1954,1,PHI,1954PHI,NL,RF,6,6,132,6,0,0,0,,,,,,,
196,shubage01,1954,1,BRO,1954BRO,NL,LF,7,5,121,11,0,1,0,,,,,,,
197,shubage01,1954,1,BRO,1954BRO,NL,RF,6,6,150,10,0,1,0,,,,,,,
198,sievero01,1954,1,WS1,1954WS1,AL,LF,133,132,3499,296,10,9,1,,,,,,,
199,skinnbo01,1954,1,PIT,1954PIT,NL,RF,2,2,45,0,0,0,0,,,,,,,
200,slaugen01,1954,1,NYA,1954NYA,AL,LF,2,0,9,1,0,0,0,,,,,,,
201,slaugen01,1954,1,NYA,1954NYA,AL,RF,30,22,667,39,0,1,0,,,,,,,
202,smithal04,1954,1,CLE,1954CLE,AL,LF,98,89,2452,209,7,4,0,,,,,,,
203,smithal04,1954,1,CLE,1954CLE,AL,RF,17,16,417,31,1,0,1,,,,,,,
204,snidedu01,1954,1,BRO,1954BRO,NL,CF,148,147,3987,361,8,7,1,,,,,,,
205,souchst01,1954,1,DET,1954DET,AL,LF,9,5,165,14,0,0,0,,,,,,,
206,stewabu01,1954,1,CHA,1954CHA,AL,RF,2,0,6,3,0,0,0,,,,,,,
207,talbobo01,1954,1,CHN,1954CHN,NL,CF,110,94,2584,244,10,6,1,,,,,,,
208,taylobi03,1954,1,NY1,1954NY1,NL,LF,7,6,147,2,0,0,0,,,,,,,
209,taylobi03,1954,1,NY1,1954NY1,NL,RF,2,1,36,4,0,0,0,,,,,,,
210,taylojo01,1954,1,PHA,1954PHA,AL,LF,9,7,198,17,1,1,0,,,,,,,
211,taylojo01,1954,1,PHA,1954PHA,AL,RF,8,6,198,15,0,1,0,,,,,,,
212,thomafr03,1954,1,PIT,1954PIT,NL,CF,112,111,2900,311,10,5,1,,,,,,,
213,thomafr03,1954,1,PIT,1954PIT,NL,LF,45,41,1084,105,4,0,1,,,,,,,
214,thompdo01,1954,1,BRO,1954BRO,NL,CF,2,0,9,1,0,0,0,,,,,,,
215,thompdo01,1954,1,BRO,1954BRO,NL,LF,27,1,232,13,1,0,0,,,,,,,
216,thompha02,1954,1,NY1,1954NY1,NL,LF,2,0,6,0,1,0,0,,,,,,,
217,thompti01,1954,1,BRO,1954BRO,NL,LF,1,0,2,0,0,0,0,,,,,,,
218,thomsbo01,1954,1,ML1,1954ML1,NL,LF,25,23,594,40,3,1,2,,,,,,,
219,thomsbo01,1954,1,ML1,1954ML1,NL,RF,1,0,6,1,0,0,0,,,,,,,
220,tuttlbi01,1954,1,DET,1954DET,AL,CF,145,143,3811,368,18,6,3,,,,,,,
221,tuttlbi01,1954,1,DET,1954DET,AL,LF,1,0,3,0,0,0,0,,,,,,,
222,umphlto01,1954,1,WS1,1954WS1,AL,CF,3,0,27,5,0,0,0,,,,,,,
223,umphlto01,1954,1,WS1,1954WS1,AL,LF,13,3,135,16,0,0,0,,,,,,,
224,umphlto01,1954,1,WS1,1954WS1,AL,RF,86,79,2092,147,13,2,4,,,,,,,
225,valoel01,1954,1,PHA,1954PHA,AL,LF,34,28,789,80,2,1,0,,,,,,,
226,valoel01,1954,1,PHA,1954PHA,AL,RF,30,28,733,56,1,4,1,,,,,,,
227,vollmcl01,1954,1,WS1,1954WS1,AL,LF,5,3,87,3,0,0,0,,,,,,,
228,vollmcl01,1954,1,WS1,1954WS1,AL,RF,21,18,497,30,2,0,1,,,,,,,
229,wardpr01,1954,1,PIT,1954PIT,NL,RF,42,41,1028,71,7,5,3,,,,,,,
230,wertzvi01,1954,1,BAL,1954BAL,AL,RF,27,27,681,46,5,2,1,,,,,,,
231,wertzvi01,1954,2,CLE,1954CLE,AL,LF,2,2,48,4,0,0,0,,,,,,,
232,wertzvi01,1954,2,CLE,1954CLE,AL,RF,3,2,61,5,0,0,0,,,,,,,
233,westlwa01,1954,1,CLE,1954CLE,AL,CF,10,2,123,14,0,1,0,,,,,,,
234,westlwa01,1954,1,CLE,1954CLE,AL,LF,50,44,1215,91,0,3,0,,,,,,,
235,westlwa01,1954,1,CLE,1954CLE,AL,RF,14,14,363,26,1,1,0,,,,,,,
236,willidi02,1954,1,BRO,1954BRO,NL,CF,2,2,45,6,0,0,0,,,,,,,
237,willidi02,1954,1,BRO,1954BRO,NL,LF,13,5,180,10,0,0,0,,,,,,,
238,willite01,1954,1,BOS,1954BOS,AL,LF,115,113,2887,212,5,4,0,,,,,,,
239,wilsobi02,1954,1,CHA,1954CHA,AL,LF,12,5,184,22,0,0,0,,,,,,,
240,wilsobi02,1954,1,CHA,1954CHA,AL,RF,7,6,126,11,0,2,0,,,,,,,
241,wilsobi02,1954,2,PHA,1954PHA,AL,CF,91,91,2406,266,7,3,4,,,,,,,
242,woodlge01,1954,1,NYA,1954NYA,AL,LF,89,82,2149,164,5,3,1,,,,,,,
243,wrighto01,1954,1,WS1,1954WS1,AL,LF,15,12,286,28,0,0,0,,,,,,,
244,wrighto01,1954,1,WS1,1954WS1,AL,RF,28,26,704,56,0,0,0,,,,,,,
245,wyrosjo01,1954,1,PHI,1954PHI,NL,LF,6,5,108,7,0,0,0,,,,,,,
246,wyrosjo01,1954,1,PHI,1954PHI,NL,RF,49,43,1152,85,5,1,1,,,,,,,
247,zernigu01,1954,1,PHA,1954PHA,AL,LF,90,87,2260,179,4,9,1,,,,,,,
248,aaronha01,1955,1,ML1,1955ML1,NL,LF,30,23,630,45,2,1,0,,,,,,,
249,aaronha01,1955,1,ML1,1955ML1,NL,RF,104,102,2699,212,8,8,2,,,,,,,
250,abramca01,1955,1,BAL,1955BAL,AL,CF,58,50,1234,114,6,3,1,,,,,,,
251,abramca01,1955,1,BAL,1955BAL,AL,LF,13,11,265,16,0,0,0,,,,,,,
252,abramca01,1955,1,BAL,1955BAL,AL,RF,46,26,746,60,0,0,0,,,,,,,
253,amorosa01,1955,1,BRO,1955BRO,NL,CF,10,5,162,12,0,0,0,,,,,,,
254,amorosa01,1955,1,BRO,1955BRO,NL,LF,102,94,2567,188,9,6,1,,,,,,,
255,amorosa01,1955,1,BRO,1955BRO,NL,RF,5,1,44,3,0,0,0,,,,,,,
256,ashburi01,1955,1,PHI,1955PHI,NL,CF,140,139,3650,394,10,7,3,,,,,,,
257,bauerha01,1955,1,NYA,1955NYA,AL,LF,7,6,123,13,0,0,0,,,,,,,
258,bauerha01,1955,1,NYA,1955NYA,AL,RF,130,116,3169,238,12,5,3,,,,,,,
259,baumhfr01,1955,1,CHN,1955CHN,NL,LF,39,39,1019,83,2,1,1,,,,,,,
260,baumhfr01,1955,1,CHN,1955CHN,NL,RF,24,24,620,48,1,0,0,,,,,,,
261,bellgu01,1955,1,CIN,1955CIN,NL,CF,154,154,4073,367,5,5,0,,,,,,,
262,blaylma01,1955,1,PHI,1955PHI,NL,LF,4,4,113,5,4,0,1,,,,,,,
263,blaylma01,1955,1,PHI,1955PHI,NL,RF,2,2,48,4,0,0,0,,,,,,,
264,bolgeji01,1955,1,CHN,1955CHN,NL,CF,49,44,1138,123,1,4,0,,,,,,,
265,bolgeji01,1955,1,CHN,1955CHN,NL,LF,3,0,18,4,0,1,0,,,,,,,
266,borkobo01,1955,1,CIN,1955CIN,NL,LF,11,0,58,5,0,0,0,,,,,,,
267,borkobo01,1955,2,BRO,1955BRO,NL,CF,2,2,45,4,0,0,0,,,,,,,
268,borkobo01,1955,2,BRO,1955BRO,NL,LF,4,3,78,2,0,0,0,,,,,,,
269,borkobo01,1955,2,BRO,1955BRO,NL,RF,3,0,18,0,0,0,0,,,,,,,
270,bowmabo02,1955,1,PHI,1955PHI,NL,LF,1,0,6,0,0,0,0,,,,,,,
271,bowmabo02,1955,1,PHI,1955PHI,NL,RF,1,1,27,3,0,0,0,,,,,,,
272,brutobi01,1955,1,ML1,1955ML1,NL,CF,149,145,3927,411,16,14,6,,,,,,,
273,busbyji01,1955,1,WS1,1955WS1,AL,CF,47,47,1247,133,1,1,0,,,,,,,
274,busbyji01,1955,2,CHA,1955CHA,AL,CF,99,89,2397,242,6,4,3,,,,,,,
275,cervbo01,1955,1,NYA,1955NYA,AL,CF,7,5,108,5,0,0,0,,,,,,,
276,cervbo01,1955,1,NYA,1955NYA,AL,LF,13,8,246,19,1,0,0,,,,,,,
277,cervbo01,1955,1,NYA,1955NYA,AL,RF,1,0,3,0,0,0,0,,,,,,,
278,clarkme01,1955,1,PHI,1955PHI,NL,RF,8,8,214,17,2,0,1,,,,,,,
