id,award,year,league,playerID,pointsWon,pointsMax,votesFirst,createdAt,updatedAt
1517,MVP,1937,AL,lewisbu01,7,80,0,,
1518,MVP,1937,AL,moseswa01,12,80,0,,
1519,MVP,1937,AL,radclri01,10,80,0,,
1520,MVP,1937,AL,ruffire01,18,80,0,,
1521,MVP,1937,AL,sewellu01,22,80,0,,
1522,MVP,1937,AL,travice01,12,80,0,,
1523,MVP,1937,AL,walkege02,3,80,0,,
1524,MVP,1937,AL,yorkru01,1,80,0,,
1525,MVP,1937,NL,bartedi01,26,80,1,,
1526,MVP,1937,NL,coonejo01,4,80,0,,
1527,MVP,1937,NL,danniha01,10,80,1,,
1528,MVP,1937,NL,demarfr02,9,80,0,,
1529,MVP,1937,NL,fettelo01,29,80,0,,
1530,MVP,1937,NL,grissle01,2,80,0,,
1531,MVP,1937,NL,hartnga01,68,80,3,,
1532,MVP,1937,NL,hermabi01,19,80,0,,
1533,MVP,1937,NL,hubbeca01,52,80,1,,
1534,MVP,1937,NL,jurgebi01,4,80,0,,
1535,MVP,1937,NL,manushe01,1,80,0,,
1536,MVP,1937,NL,medwijo01,70,80,2,,
1537,MVP,1937,NL,meltocl01,17,80,0,,
1538,MVP,1937,NL,mizejo01,18,80,0,,
1539,MVP,1937,NL,myersbi01,2,80,0,,
1540,MVP,1937,NL,ottme01,24,80,0,,
1541,MVP,1937,NL,rootch01,15,80,0,,
1542,MVP,1937,NL,turneji01,30,80,0,,
1543,MVP,1937,NL,wanerpa01,21,80,0,,
1544,MVP,1937,NL,warnelo01,6,80,0,,
1545,MVP,1937,NL,whitnpi01,13,80,0,,
1546,MVP,1938,AL,allenjo02,3,336,0,,
1547,MVP,1938,AL,averiea01,34,336,,,
1548,MVP,1938,AL,bruckea01,5,336,0,,
1549,MVP,1938,AL,cliftha01,11,336,0,,
1550,MVP,1938,AL,cramedo01,1,336,0,,
1551,MVP,1938,AL,cronijo01,92,336,,,
1552,MVP,1938,AL,crosefr01,2,336,0,,
1553,MVP,1938,AL,dickebi01,196,336,3,,
1554,MVP,1938,AL,dimagjo01,106,336,,,
1555,MVP,1938,AL,foxpe01,9,336,0,,
1556,MVP,1938,AL,foxxji01,305,336,19,,
1557,MVP,1938,AL,gehrich01,27,336,,,
1558,MVP,1938,AL,gehrilo01,10,336,0,,
1559,MVP,1938,AL,gomezle01,1,336,0,,
1560,MVP,1938,AL,gordojo01,23,336,,,
1561,MVP,1938,AL,greenha01,162,336,,,
1562,MVP,1938,AL,grovele01,7,336,0,,
1563,MVP,1938,AL,hardeme01,14,336,,,
1564,MVP,1938,AL,heathje01,24,336,,,
1565,MVP,1938,AL,johnsbo01,13,336,0,,
1566,MVP,1938,AL,keltnke01,16,336,,,
1567,MVP,1938,AL,lewisbu01,5,336,0,,
1568,MVP,1938,AL,mcquige02,7,336,0,,
1569,MVP,1938,AL,myerbu01,5,336,0,,
1570,MVP,1938,AL,newsobo01,111,336,,,
1571,MVP,1938,AL,rolfere01,5,336,0,,
1572,MVP,1938,AL,ruffire01,146,336,,,
1573,MVP,1938,AL,stratmo01,15,336,,,
1574,MVP,1938,AL,travice01,33,336,,,
1575,MVP,1938,AL,troskha01,22,336,,,
1576,MVP,1938,AL,vosmijo01,7,336,0,,
1577,MVP,1938,NL,brownma01,62,336,,,
1578,MVP,1938,NL,bryancl01,16,336,,,
1579,MVP,1938,NL,camildo01,5,336,0,,
1580,MVP,1938,NL,coffmdi01,6,336,0,,
1581,MVP,1938,NL,cuccito01,23,336,,,
1582,MVP,1938,NL,danniha01,13,336,0,,
1583,MVP,1938,NL,derripa01,70,336,,,
1584,MVP,1938,NL,durocle01,6,336,0,,
1585,MVP,1938,NL,fitzsfr01,1,336,0,,
1586,MVP,1938,NL,garmsde01,5,336,0,,
1587,MVP,1938,NL,goodmiv01,11,336,0,,
1588,MVP,1938,NL,hackst01,87,336,,,
1589,MVP,1938,NL,handlle01,2,336,0,,
1590,MVP,1938,NL,hartnga01,61,336,,,
1591,MVP,1938,NL,hudsojo01,3,336,0,,
1592,MVP,1938,NL,leebi02,166,336,5,,
1593,MVP,1938,NL,lombaer01,229,336,10,,
1594,MVP,1938,NL,lopezal01,5,336,0,,
1595,MVP,1938,NL,martihe01,1,336,0,,
1596,MVP,1938,NL,mccorfr01,130,336,,,
1597,MVP,1938,NL,medwijo01,55,336,,,
1598,MVP,1938,NL,mizejo01,28,336,,,
1599,MVP,1938,NL,moorejo02,3,336,0,,
1600,MVP,1938,NL,mulcahu01,3,336,0,,
1601,MVP,1938,NL,ottme01,132,336,,,
1602,MVP,1938,NL,rizzojo01,96,336,,,
1603,MVP,1938,NL,rootch01,3,336,0,,
1604,MVP,1938,NL,vandejo01,6,336,0,,
1605,MVP,1938,NL,vaughar01,163,336,,,
1606,MVP,1938,NL,wanerll01,5,336,0,,
1607,MVP,1938,NL,warnelo01,1,336,0,,
1608,MVP,1938,NL,youngpe01,19,336,,,
1609,MVP,1939,AL,applilu01,1,336,0,,
1610,MVP,1939,AL,bridgto01,7,336,0,,
1611,MVP,1939,AL,browncl01,34,336,0,,
1612,MVP,1939,AL,casege01,3,336,0,,
1613,MVP,1939,AL,cronijo01,15,336,0,,
1614,MVP,1939,AL,dickebi01,110,336,3,,
1615,MVP,1939,AL,dimagjo01,280,336,15,,
1616,MVP,1939,AL,fellebo01,155,336,3,,
1617,MVP,1939,AL,foxxji01,170,336,1,,
1618,MVP,1939,AL,gehrich01,21,336,0,,
1619,MVP,1939,AL,gordojo01,43,336,0,,
1620,MVP,1939,AL,greenha01,12,336,0,,
1621,MVP,1939,AL,grovele01,17,336,0,,
1622,MVP,1939,AL,hayesfr01,7,336,0,,
1623,MVP,1939,AL,heathje01,7,336,0,,
1624,MVP,1939,AL,hoagmy01,3,336,0,,
1625,MVP,1939,AL,johnsbo01,52,336,0,,
1626,MVP,1939,AL,kellech01,7,336,0,,
1627,MVP,1939,AL,keltnke01,26,336,0,,
1628,MVP,1939,AL,kreevmi01,38,336,1,,
1629,MVP,1939,AL,kuheljo01,8,336,0,,
1630,MVP,1939,AL,leonadu02,71,336,1,,
1631,MVP,1939,AL,lyonste01,13,336,0,,
1632,MVP,1939,AL,mccosba01,6,336,0,,
1633,MVP,1939,AL,mcnaier01,5,336,0,,
1634,MVP,1939,AL,mcquige02,24,336,0,,
1635,MVP,1939,AL,newsobo01,11,336,0,,
1636,MVP,1939,AL,rignejo01,9,336,0,,
1637,MVP,1939,AL,rolfere01,6,336,0,,
1638,MVP,1939,AL,ruffire01,116,336,0,,
1639,MVP,1939,AL,troskha01,4,336,0,,
1640,MVP,1939,AL,walkege02,7,336,0,,
1641,MVP,1939,AL,willite01,126,336,0,,
1642,MVP,1939,AL,yorkru01,1,336,0,,
1643,MVP,1939,NL,arnovmo01,10,336,0,,
1644,MVP,1939,NL,bowmabo01,2,336,0,,
1645,MVP,1939,NL,brownji03,99,336,1,,
1646,MVP,1939,NL,camildo01,20,336,0,,
1647,MVP,1939,NL,coscape01,4,336,0,,
1648,MVP,1939,NL,danniha01,33,336,0,,
1649,MVP,1939,NL,daviscu01,106,336,0,,
1650,MVP,1939,NL,derripa01,174,336,2,,
1651,MVP,1939,NL,durocle01,52,336,0,,
1652,MVP,1939,NL,fletcel01,4,336,0,,
1653,MVP,1939,NL,freylo01,8,336,0,,
1654,MVP,1939,NL,galanau01,15,336,0,,
1655,MVP,1939,NL,goodmiv01,4,336,0,,
1656,MVP,1939,NL,hackst01,17,336,0,,
1657,MVP,1939,NL,hamlilu01,32,336,0,,
1658,MVP,1939,NL,hartnga01,5,336,0,,
1659,MVP,1939,NL,hassebu01,4,336,0,,
1660,MVP,1939,NL,hermabi01,1,336,0,,
1661,MVP,1939,NL,jurgebi01,20,336,0,,
1662,MVP,1939,NL,lavagco01,3,336,0,,
1663,MVP,1939,NL,leebi02,8,336,0,,
1664,MVP,1939,NL,mccorfr01,159,336,2,,
1665,MVP,1939,NL,medwijo01,81,336,0,,
1666,MVP,1939,NL,milleed03,1,336,0,,
1667,MVP,1939,NL,mizejo01,178,336,1,,
1668,MVP,1939,NL,moorete01,15,336,0,,
1669,MVP,1939,NL,myersbi01,18,336,0,,
1670,MVP,1939,NL,ottme01,21,336,0,,
1671,MVP,1939,NL,slaugen01,8,336,0,,
1672,MVP,1939,NL,waltebu01,303,336,18,,
1673,MVP,1939,NL,werbebi01,6,336,0,,
1674,MVP,1939,NL,westma02,5,336,0,,
1675,MVP,1940,AL,applilu01,54,336,0,,
1676,MVP,1940,AL,aukerel01,1,336,0,,
1677,MVP,1940,AL,babicjo01,5,336,0,,
1678,MVP,1940,AL,bartedi01,26,336,0,,
1679,MVP,1940,AL,bonhati01,8,336,0,,
1680,MVP,1940,AL,boudrlo01,119,336,1,,
1681,MVP,1940,AL,dimagjo01,151,336,0,,
1682,MVP,1940,AL,fellebo01,222,336,6,,
1683,MVP,1940,AL,finnelo01,1,336,0,,
1684,MVP,1940,AL,foxxji01,110,336,0,,
1685,MVP,1940,AL,gehrich01,3,336,0,,
1686,MVP,1940,AL,gordojo01,3,336,0,,
1687,MVP,1940,AL,greenha01,292,336,16,,
1688,MVP,1940,AL,hayesfr01,4,336,0,,
1689,MVP,1940,AL,hemslro01,2,336,0,,
1690,MVP,1940,AL,hudsosi01,16,336,0,,
1691,MVP,1940,AL,judniwa01,6,336,0,,
1692,MVP,1940,AL,kennebo01,3,336,0,,
1693,MVP,1940,AL,kuheljo01,18,336,0,,
1694,MVP,1940,AL,lyonste01,2,336,0,,
1695,MVP,1940,AL,mackra01,4,336,0,,
1696,MVP,1940,AL,mccosba01,11,336,0,,
1697,MVP,1940,AL,newsobo01,120,336,1,,
1698,MVP,1940,AL,radclri01,55,336,0,,
1699,MVP,1940,AL,rowesc01,62,336,0,,
1700,MVP,1940,AL,travice01,3,336,0,,
1701,MVP,1940,AL,treshmi01,4,336,0,,
1702,MVP,1940,AL,weathro01,34,336,0,,
1703,MVP,1940,AL,willite01,16,336,0,,
1704,MVP,1940,AL,yorkru01,61,336,0,,
1705,MVP,1940,NL,beggsjo01,19,336,0,,
1706,MVP,1940,NL,camildo01,30,336,0,,
1707,MVP,1940,NL,coonejo01,31,336,0,,
1708,MVP,1940,NL,danniha01,64,336,0,,
1709,MVP,1940,NL,derripa01,121,336,1,,
1710,MVP,1940,NL,fitzsfr01,84,336,0,,
1711,MVP,1940,NL,fletcel01,16,336,0,,
1712,MVP,1940,NL,garmsde01,28,336,0,,
1713,MVP,1940,NL,gustifr01,1,336,0,,
1714,MVP,1940,NL,hackst01,61,336,0,,
1715,MVP,1940,NL,higbeki01,10,336,0,,
1716,MVP,1940,NL,lombaer01,38,336,1,,
1717,MVP,1940,NL,lopezal01,9,336,0,,
1718,MVP,1940,NL,martipe01,2,336,0,,
1719,MVP,1940,NL,maypi01,3,336,0,,
1720,MVP,1940,NL,mccorfr01,274,336,16,,
1721,MVP,1940,NL,milleed03,28,336,0,,
1722,MVP,1940,NL,mizejo01,209,336,6,,
1723,MVP,1940,NL,moorete01,18,336,0,,
1724,MVP,1940,NL,mulcahu01,3,336,0,,
1725,MVP,1940,NL,nichobi01,12,336,0,,
1726,MVP,1940,NL,passecl01,26,336,0,,
1727,MVP,1940,NL,reesepe01,6,336,0,,
1728,MVP,1940,NL,rizzojo01,3,336,0,,
1729,MVP,1940,NL,rowelba01,10,336,0,,
1730,MVP,1940,NL,sewelri01,7,336,0,,
1731,MVP,1940,NL,vanroma01,8,336,0,,
1732,MVP,1940,NL,vaughar01,27,336,0,,
1733,MVP,1940,NL,walkedi02,71,336,0,,
1734,MVP,1940,NL,waltebu01,146,336,0,,
1735,MVP,1940,NL,werbebi01,36,336,0,,
1736,MVP,1940,NL,westma02,6,336,0,,
1737,MVP,1940,NL,wyattwh01,3,336,0,,
1738,MVP,1940,NL,youngba01,6,336,0,,
1739,MVP,1941,AL,aukerel01,1,336,0,,
1740,MVP,1941,AL,bentoal01,8,336,0,,
1741,MVP,1941,AL,boudrlo01,10,336,0,,
1742,MVP,1941,AL,campbbr01,4,336,0,,
1743,MVP,1941,AL,chapmsa01,25,336,0,,
1744,MVP,1941,AL,cronijo01,26,336,0,,
1745,MVP,1941,AL,cullero01,29,336,0,,
1746,MVP,1941,AL,dickebi01,18,336,0,,
1747,MVP,1941,AL,dimagdo01,1,336,0,,
1748,MVP,1941,AL,dimagjo01,291,336,15,,
1749,MVP,1941,AL,fellebo01,174,336,0,,
1750,MVP,1941,AL,gordojo01,60,336,0,,
1751,MVP,1941,AL,hayesfr01,3,336,0,,
1752,MVP,1941,AL,heathje01,37,336,0,,
1753,MVP,1941,AL,henrito01,16,336,0,,
1754,MVP,1941,AL,higgipi01,1,336,0,,
1755,MVP,1941,AL,kellech01,126,336,0,,
1756,MVP,1941,AL,leeth01,144,336,1,,
1757,MVP,1941,AL,leonadu02,7,336,0,,
1758,MVP,1941,AL,lyonste01,12,336,0,,
1759,MVP,1941,AL,mccosba01,12,336,0,,
1760,MVP,1941,AL,newsodi01,32,336,0,,
1761,MVP,1941,AL,rizzuph01,7,336,0,,
1762,MVP,1941,AL,ruffire01,2,336,0,,
1763,MVP,1941,AL,siebedi01,10,336,0,,
1764,MVP,1941,AL,travice01,101,336,0,,
1765,MVP,1941,AL,willite01,254,336,8,,
1766,MVP,1941,AL,wrighta01,2,336,0,,
1767,MVP,1941,AL,yorkru01,3,336,0,,
1768,MVP,1941,NL,brownji03,107,336,1,,
1769,MVP,1941,NL,camildo01,300,336,19,,
1770,MVP,1941,NL,coonejo01,20,336,,,
1771,MVP,1941,NL,coopemo01,8,336,0,,
1772,MVP,1941,NL,crabtes01,5,336,0,,
1773,MVP,1941,NL,crespcr01,13,336,0,,
1774,MVP,1941,NL,dahlgba01,6,336,0,,
1775,MVP,1941,NL,danniha01,2,336,0,,
1776,MVP,1941,NL,dimagvi01,10,336,0,,
1777,MVP,1941,NL,ettenni01,6,336,0,,
1778,MVP,1941,NL,fletcel01,22,336,,,
1779,MVP,1941,NL,hackst01,26,336,,,
1780,MVP,1941,NL,hermabi01,27,336,,,
1781,MVP,1941,NL,higbeki01,64,336,,,
1782,MVP,1941,NL,hoppjo01,61,336,,,
1783,MVP,1941,NL,hubbeca01,2,336,0,,
1784,MVP,1941,NL,lavagco01,2,336,0,,
1785,MVP,1941,NL,litwhda01,3,336,0,,
1786,MVP,1941,NL,lopezal01,8,336,0,,
1787,MVP,1941,NL,mancugu01,14,336,,,
1788,MVP,1941,NL,marioma01,8,336,0,,
1789,MVP,1941,NL,mizejo01,48,336,,,
1790,MVP,1941,NL,moorete01,26,336,,,
1791,MVP,1941,NL,nichobi01,16,336,,,
1792,MVP,1941,NL,ottme01,12,336,0,,
1793,MVP,1941,NL,reisepe01,183,336,2,,
1794,MVP,1941,NL,riddlel01,98,336,,,
1795,MVP,1941,NL,ruckejo01,4,336,0,,
1796,MVP,1941,NL,slaugen01,12,336,0,,
1797,MVP,1941,NL,tobinji01,10,336,0,,
1798,MVP,1941,NL,vaughar01,2,336,0,,
1799,MVP,1941,NL,walkedi02,34,336,1,,
1800,MVP,1941,NL,waltebu01,6,336,0,,
1801,MVP,1941,NL,warnelo01,7,336,0,,
1802,MVP,1941,NL,werbebi01,6,336,0,,
1803,MVP,1941,NL,whiteer01,77,336,,,
1804,MVP,1941,NL,wyattwh01,151,336,,,
1805,MVP,1941,NL,youngba01,10,336,0,,
1806,MVP,1942,AL,bagbyji02,6,336,0,,
1807,MVP,1942,AL,bonhati01,102,336,0,,
1808,MVP,1942,AL,borowha01,8,336,0,,
1809,MVP,1942,AL,boudrlo01,34,336,0,,
1810,MVP,1942,AL,casege01,17,336,0,,
1811,MVP,1942,AL,chandsp01,3,336,0,,
1812,MVP,1942,AL,dickebi01,12,336,0,,
1813,MVP,1942,AL,dimagjo01,86,336,0,,
1814,MVP,1942,AL,doerrbo01,24,336,0,,
1815,MVP,1942,AL,ferreri01,8,336,0,,
1816,MVP,1942,AL,flemile01,4,336,0,,
1817,MVP,1942,AL,gordojo01,270,336,12,,
1818,MVP,1942,AL,guttedo01,12,336,0,,
1819,MVP,1942,AL,hughste01,92,336,0,,
1820,MVP,1942,AL,judniwa01,14,336,0,,
1821,MVP,1942,AL,kellech01,15,336,0,,
1822,MVP,1942,AL,keltnke01,15,336,0,,
1823,MVP,1942,AL,laabsch01,9,336,0,,
1824,MVP,1942,AL,lupieto01,4,336,0,,
1825,MVP,1942,AL,lyonste01,23,336,0,,
1826,MVP,1942,AL,marchph01,39,336,0,,
1827,MVP,1942,AL,mccosba01,1,336,0,,
1828,MVP,1942,AL,peskyjo01,143,336,2,,
1829,MVP,1942,AL,rizzuph01,9,336,0,,
1830,MVP,1942,AL,spencst01,65,336,0,,
1831,MVP,1942,AL,stephve01,140,336,1,,
1832,MVP,1942,AL,willite01,249,336,9,,
1833,MVP,1942,AL,wrighta01,6,336,0,,
1834,MVP,1942,AL,yorkru01,3,336,0,,
1835,MVP,1942,NL,beazljo01,24,336,0,,
1836,MVP,1942,NL,brownji03,24,336,0,,
1837,MVP,1942,NL,camildo01,42,336,0,,
1838,MVP,1942,NL,coopemo01,263,336,13,,
1839,MVP,1942,NL,coopewa01,28,336,0,,
1840,MVP,1942,NL,elliobo01,39,336,0,,
1841,MVP,1942,NL,frencla01,7,336,0,,
1842,MVP,1942,NL,freylo01,4,336,0,,
1843,MVP,1942,NL,hackst01,11,336,0,,
1844,MVP,1942,NL,hugheto04,10,336,0,,
1845,MVP,1942,NL,javeral01,3,336,0,,
1846,MVP,1942,NL,kurowwh01,6,336,0,,
1847,MVP,1942,NL,lamanra01,4,336,0,,
1848,MVP,1942,NL,lombaer01,24,336,0,,
1849,MVP,1942,NL,marioma01,81,336,1,,
1850,MVP,1942,NL,mccorfr01,4,336,0,,
1851,MVP,1942,NL,medwijo01,20,336,0,,
1852,MVP,1942,NL,milleed03,1,336,0,,
1853,MVP,1942,NL,mizejo01,97,336,0,,
1854,MVP,1942,NL,moorete01,15,336,0,,
1855,MVP,1942,NL,musiast01,26,336,0,,
1856,MVP,1942,NL,nichobi01,14,336,0,,
1857,MVP,1942,NL,ottme01,190,336,4,,
1858,MVP,1942,NL,owenmi01,103,336,0,,
1859,MVP,1942,NL,passecl01,33,336,0,,
1860,MVP,1942,NL,reesepe01,6,336,0,,
1861,MVP,1942,NL,reisepe01,91,336,0,,
1862,MVP,1942,NL,slaugen01,200,336,6,,
1863,MVP,1942,NL,starrra01,9,336,0,,
1864,MVP,1942,NL,vandejo01,11,336,0,,
1865,MVP,1942,NL,westma02,4,336,0,,
1866,MVP,1942,NL,wyattwh01,22,336,0,,
1867,MVP,1943,AL,applilu01,215,336,5,,
1868,MVP,1943,AL,bagbyji02,11,336,0,,
1869,MVP,1943,AL,boudrlo01,40,336,0,,
1870,MVP,1943,AL,casege01,37,336,0,,
1871,MVP,1943,AL,chandsp01,246,336,12,,
1872,MVP,1943,AL,cramedo01,8,336,0,,
1873,MVP,1943,AL,cronijo01,3,336,0,,
1874,MVP,1943,AL,crosefr01,2,336,0,,
1875,MVP,1943,AL,dickebi01,58,336,2,,
1876,MVP,1943,AL,doerrbo01,21,336,0,,
1877,MVP,1943,AL,earlyja01,6,336,0,,
1878,MVP,1943,AL,ettenni01,61,336,0,,
1879,MVP,1943,AL,floreje01,3,336,0,,
1880,MVP,1943,AL,foxpe01,1,336,0,,
1881,MVP,1943,AL,gordojo01,4,336,0,,
1882,MVP,1943,AL,guttedo01,13,336,0,,
1883,MVP,1943,AL,higgipi01,8,336,0,,
1884,MVP,1943,AL,hockeor01,14,336,0,,
1885,MVP,1943,AL,hodgira01,1,336,0,,
1886,MVP,1943,AL,johnsbi03,135,336,3,,
1887,MVP,1943,AL,johnsbo01,116,336,1,,
1888,MVP,1943,AL,kellech01,31,336,0,,
1889,MVP,1943,AL,keltnke01,2,336,0,,
1890,MVP,1943,AL,laabsch01,6,336,0,,
1891,MVP,1943,AL,maltzgo01,3,336,0,,
1892,MVP,1943,AL,murphjo04,1,336,0,,
1893,MVP,1943,AL,newsosk01,3,336,0,,
1894,MVP,1943,AL,priddje01,17,336,0,,
1895,MVP,1943,AL,siebedi01,1,336,0,,
1896,MVP,1943,AL,smithal03,19,336,0,,
1897,MVP,1943,AL,stephve01,49,336,0,,
1898,MVP,1943,AL,taborji01,1,336,0,,
1899,MVP,1943,AL,troutdi01,38,336,0,,
1900,MVP,1943,AL,wagneha01,1,336,0,,
1901,MVP,1943,AL,wakefdi01,72,336,0,,
1902,MVP,1943,AL,wolffro01,4,336,0,,
1903,MVP,1943,AL,wynnea01,13,336,0,,
1904,MVP,1943,AL,yorkru01,152,336,1,,
1905,MVP,1943,NL,adamsac01,7,336,0,,
1906,MVP,1943,NL,bartedi01,5,336,0,,
1907,MVP,1943,NL,bithohi01,1,336,0,,
1908,MVP,1943,NL,cavarph01,4,336,0,,
1909,MVP,1943,NL,coopemo01,130,336,0,,
1910,MVP,1943,NL,coopewa01,192,336,5,,
1911,MVP,1943,NL,dahlgba01,2,336,0,,
1912,MVP,1943,NL,elliobo01,52,336,0,,
1913,MVP,1943,NL,fletcel01,7,336,0,,
1914,MVP,1943,NL,freylo01,1,336,0,,
1915,MVP,1943,NL,galanau01,5,336,0,,
1916,MVP,1943,NL,hackst01,10,336,0,,
1917,MVP,1943,NL,hermabi01,140,336,0,,
1918,MVP,1943,NL,holmeto01,2,336,0,,
1919,MVP,1943,NL,javeral01,12,336,0,,
1920,MVP,1943,NL,kleinlo01,6,336,0,,
1921,MVP,1943,NL,marioma01,20,336,0,,
1922,MVP,1943,NL,mccorfr01,26,336,0,,
1923,MVP,1943,NL,milleed03,24,336,0,,
1924,MVP,1943,NL,muellra01,12,336,0,,
1925,MVP,1943,NL,musiast01,267,336,13,,
1926,MVP,1943,NL,nichobi01,181,336,5,,
1927,MVP,1943,NL,northro01,2,336,0,,
1928,MVP,1943,NL,ottme01,9,336,0,,
1929,MVP,1943,NL,riddlel01,68,336,0,,
1930,MVP,1943,NL,rowesc01,18,336,0,,
1931,MVP,1943,NL,sewelri01,127,336,0,,
1932,MVP,1943,NL,shouncl01,24,336,1,,
1933,MVP,1943,NL,tobinji01,5,336,0,,
1934,MVP,1943,NL,vaughar01,15,336,0,,
1935,MVP,1943,NL,walkedi02,5,336,0,,
1936,MVP,1943,NL,waltebu01,1,336,0,,
1937,MVP,1943,NL,witekmi01,21,336,0,,
1938,MVP,1943,NL,wyattwh01,15,336,0,,
1939,MVP,1944,AL,borowha01,2,336,0,,
1940,MVP,1944,AL,boudrlo01,84,336,0,,
1941,MVP,1944,AL,chrisma01,27,336,0,,
1942,MVP,1944,AL,cramedo01,14,336,0,,
1943,MVP,1944,AL,crosefr01,2,336,0,,
1944,MVP,1944,AL,cullero01,5,336,0,,
1945,MVP,1944,AL,doerrbo01,75,336,0,,
1946,MVP,1944,AL,ettenni01,5,336,0,,
1947,MVP,1944,AL,foxpe01,12,336,0,,
1948,MVP,1944,AL,guttedo01,7,336,0,,
1949,MVP,1944,AL,hayesfr01,13,336,0,,
1950,MVP,1944,AL,hemslro01,4,336,0,,
1951,MVP,1944,AL,higgipi01,7,336,0,,
1952,MVP,1944,AL,hodgira01,2,336,0,,
1953,MVP,1944,AL,hughste01,22,336,0,,
1954,MVP,1944,AL,johnsbo01,51,336,0,,
1955,MVP,1944,AL,kellge01,6,336,0,,
1956,MVP,1944,AL,krameja01,9,336,0,,
1957,MVP,1944,AL,kreevmi01,4,336,0,,
1958,MVP,1944,AL,lindejo01,8,336,0,,
1959,MVP,1944,AL,mayoed01,3,336,0,,
1960,MVP,1944,AL,mcquige02,7,336,0,,
1961,MVP,1944,AL,moseswa01,4,336,0,,
1962,MVP,1944,AL,muncrbo01,1,336,0,,
1963,MVP,1944,AL,newhoha01,236,336,7,,
1964,MVP,1944,AL,pottene01,52,336,0,,
1965,MVP,1944,AL,richapa01,8,336,0,,
1966,MVP,1944,AL,siebedi01,3,336,0,,
1967,MVP,1944,AL,spencst01,56,336,0,,
1968,MVP,1944,AL,stephve01,193,336,4,,
1969,MVP,1944,AL,stirnsn01,129,336,1,,
1970,MVP,1944,AL,troutdi01,232,336,10,,
1971,MVP,1944,AL,wakefdi01,128,336,2,,
1972,MVP,1944,AL,yorkru01,5,336,0,,
1973,MVP,1944,NL,barrejo01,8,336,0,,
1974,MVP,1944,NL,cavarph01,27,336,0,,
1975,MVP,1944,NL,coopemo01,63,336,0,,
1976,MVP,1944,NL,coopewa01,72,336,1,,
1977,MVP,1944,NL,dahlgba01,33,336,1,,
1978,MVP,1944,NL,elliobo01,57,336,0,,
1979,MVP,1944,NL,galanau01,1,336,0,,
1980,MVP,1944,NL,hackst01,2,336,0,,
1981,MVP,1944,NL,holmeto01,6,336,0,,
1982,MVP,1944,NL,hoppjo01,10,336,0,,
1983,MVP,1944,NL,kurowwh01,1,336,0,,
1984,MVP,1944,NL,laniema01,2,336,0,,
1985,MVP,1944,NL,lupieto01,3,336,0,,
1986,MVP,1944,NL,marioma01,190,336,7,,
1987,MVP,1944,NL,mccorfr01,32,336,0,,
1988,MVP,1944,NL,medwijo01,9,336,0,,
1989,MVP,1944,NL,milleed03,7,336,0,,
1990,MVP,1944,NL,muellra01,85,336,2,,
1991,MVP,1944,NL,musiast01,136,336,3,,
1992,MVP,1944,NL,nichobi01,189,336,4,,
1993,MVP,1944,NL,northro01,10,336,0,,
1994,MVP,1944,NL,ottme01,20,336,0,,
1995,MVP,1944,NL,russeji01,1,336,0,,
1996,MVP,1944,NL,ryanco01,2,336,0,,
1997,MVP,1944,NL,sandera01,25,336,0,,
1998,MVP,1944,NL,sewelri01,49,336,0,,
1999,MVP,1944,NL,tobinji01,13,336,0,,
2000,MVP,1944,NL,voisebi01,107,336,0,,
2001,MVP,1944,NL,walkedi02,145,336,3,,
2002,MVP,1944,NL,waltebu01,107,336,3,,
2003,MVP,1944,NL,wilkste01,4,336,0,,
2004,MVP,1945,AL,bentoal01,6,336,0,,
2005,MVP,1945,AL,binksge01,9,336,0,,
2006,MVP,1945,AL,boudrlo01,70,336,0,,
2007,MVP,1945,AL,casege01,60,336,0,,
2008,MVP,1945,AL,chrisma01,5,336,0,,
2009,MVP,1945,AL,chrisru01,1,336,0,,
2010,MVP,1945,AL,cramedo01,4,336,0,,
2011,MVP,1945,AL,cuccito01,18,336,0,,
2012,MVP,1945,AL,cullero01,26,336,0,,
2013,MVP,1945,AL,estalbo01,5,336,0,,
2014,MVP,1945,AL,ettenni01,21,336,0,,
2015,MVP,1945,AL,ferreri01,6,336,0,,
2016,MVP,1945,AL,ferrida01,148,336,2,,
2017,MVP,1945,AL,greenha01,25,336,0,,
2018,MVP,1945,AL,hayesfr01,5,336,0,,
2019,MVP,1945,AL,heathje01,10,336,0,,
2020,MVP,1945,AL,johnsbo01,6,336,0,,
2021,MVP,1945,AL,kuheljo01,29,336,1,,
2022,MVP,1945,AL,lakeed01,2,336,0,,
2023,MVP,1945,AL,leonadu02,16,336,0,,
2024,MVP,1945,AL,mayoed01,164,336,7,,
2025,MVP,1945,AL,moseswa01,4,336,0,,
2026,MVP,1945,AL,muncrbo01,8,336,0,,
2027,MVP,1945,AL,myattge01,98,336,1,,
2028,MVP,1945,AL,newhoha01,236,336,9,,
2029,MVP,1945,AL,newsosk01,1,336,0,,
2030,MVP,1945,AL,richapa01,35,336,0,,
2031,MVP,1945,AL,schalro01,13,336,0,,
2032,MVP,1945,AL,stephve01,94,336,0,,
2033,MVP,1945,AL,stirnsn01,161,336,4,,
2034,MVP,1945,AL,treshmi01,33,336,0,,
2035,MVP,1945,AL,troutdi01,17,336,0,,
2036,MVP,1945,AL,wolffro01,78,336,0,,
2037,MVP,1945,AL,yorkru01,1,336,0,,
